datetime,temperature_c,humidity_pct,sensor_id,location
2024-06-03 18:00:00,22.76,53.49,SENSOR_003,dormitorio
2024-06-11 15:00:00,26.47,61.36,SENSOR_004,exterior
2024-06-04 02:30:00,18.12,56.85,SENSOR_001,salon
2024-06-13 23:30:00,17.25,50.46,SENSOR_003,dormitorio
2024-06-10 02:00:00,17.71,55.27,SENSOR_003,dormitorio
2024-06-09 23:30:00,19.32,55.21,SENSOR_003,dormitorio
2024-06-13 19:00:00,14.34,71.17,SENSOR_004,exterior
2024-06-08 23:30:00,16.44,60.39,SENSOR_002,cocina
2024-06-14 16:00:00,24.25,56.15,SENSOR_002,cocina
2024-06-09 10:00:00,26.57,67.86,SENSOR_004,exterior
2024-06-10 09:30:00,24.04,65.65,SENSOR_004,exterior
2024-06-10 23:30:00,7.98,81.75,SENSOR_004,exterior
2024-06-12 17:00:00,23.1,54.03,SENSOR_001,salon
2024-06-05 08:30:00,22.7,65.86,SENSOR_004,exterior
2024-06-09 15:00:00,23.85,53.36,SENSOR_001,salon
2024-06-05 16:00:00,21.79,52.93,SENSOR_001,salon
2024-06-06 11:00:00,23.74,57.82,SENSOR_001,salon
2024-06-09 02:00:00,16.43,58.87,SENSOR_003,dormitorio
2024-06-09 05:30:00,19.25,58.05,SENSOR_003,dormitorio
2024-06-04 23:30:00,18.47,56.35,SENSOR_003,dormitorio
2024-06-02 01:30:00,8.4,78.31,SENSOR_004,exterior
2024-06-11 02:30:00,18.23,61.47,SENSOR_001,salon
2024-06-09 16:00:00,22.58,64.71,SENSOR_004,exterior
2024-06-09 11:30:00,25.58,51.86,SENSOR_002,cocina
2024-06-12 14:00:00,26.78,51.72,SENSOR_002,cocina
2024-06-08 01:30:00,19.08,53.42,SENSOR_002,cocina
2024-06-14 03:00:00,17.39,61.32,SENSOR_003,dormitorio
2024-06-07 14:00:00,23.16,52.52,SENSOR_003,dormitorio
2024-06-12 10:00:00,24.22,50.24,SENSOR_002,cocina
2024-06-05 20:00:00,21.45,51.58,SENSOR_003,dormitorio
2024-06-11 00:30:00,16.99,59.25,SENSOR_001,salon
2024-06-06 08:30:00,21.05,59.06,SENSOR_001,salon
2024-06-11 22:00:00,20.06,54.24,SENSOR_001,salon
2024-06-06 12:00:00,27.08,63.1,SENSOR_004,exterior
2024-06-04 13:30:00,22.11,57.22,SENSOR_001,salon
2024-06-11 23:00:00,18.41,54.78,SENSOR_003,dormitorio
2024-06-01 09:00:00,21.99,56.98,SENSOR_003,dormitorio
2024-06-11 23:30:00,19.18,60.43,SENSOR_003,dormitorio
2024-06-06 15:00:00,26.58,52.76,SENSOR_002,cocina
2024-06-12 21:30:00,17.36,58.4,SENSOR_002,cocina
2024-06-12 14:30:00,26.95,53.12,SENSOR_002,cocina
2024-06-09 11:30:00,23.04,51.88,SENSOR_003,dormitorio
2024-06-06 07:30:00,20.97,59.72,SENSOR_002,cocina
2024-06-06 02:30:00,18.01,56.74,SENSOR_001,salon
2024-06-01 15:30:00,23.58,51.48,SENSOR_001,salon
2024-06-11 10:30:00,26.85,60.07,SENSOR_004,exterior
2024-06-05 03:00:00,17.02,62.87,SENSOR_003,dormitorio
2024-06-08 06:00:00,19.0,53.39,SENSOR_002,cocina
2024-06-01 22:00:00,10.0,78.42,SENSOR_004,exterior
2024-06-02 20:30:00,12.73,76.26,SENSOR_004,exterior
2024-06-07 02:30:00,18.66,60.92,SENSOR_002,cocina
2024-06-01 04:30:00,12.94,76.3,SENSOR_004,exterior
2024-06-14 03:00:00,17.77,54.28,SENSOR_002,cocina
2024-06-13 20:00:00,20.72,54.07,SENSOR_001,salon
2024-06-01 03:00:00,16.62,58.69,SENSOR_002,cocina
2024-06-08 21:30:00,20.24,56.33,SENSOR_001,salon
2024-06-04 03:00:00,18.44,54.42,SENSOR_001,salon
2024-06-08 09:00:00,23.46,59.25,SENSOR_002,cocina
2024-06-04 17:30:00,23.0,49.8,SENSOR_001,salon
2024-06-09 12:30:00,27.82,63.26,SENSOR_004,exterior
2024-06-14 07:00:00,19.81,51.88,SENSOR_001,salon
2024-06-09 06:30:00,20.59,52.9,SENSOR_001,salon
2024-06-04 04:30:00,18.54,52.76,SENSOR_001,salon
2024-06-07 00:00:00,17.63,58.77,SENSOR_003,dormitorio
2024-06-08 15:00:00,24.95,53.57,SENSOR_003,dormitorio
2024-06-14 20:00:00,20.54,58.2,SENSOR_002,cocina
2024-06-03 20:00:00,20.68,56.39,SENSOR_001,salon
2024-06-07 23:30:00,8.37,76.98,SENSOR_004,exterior
2024-06-11 17:30:00,23.49,56.82,SENSOR_002,cocina
2024-06-01 08:30:00,22.23,56.52,SENSOR_001,salon
2024-06-07 22:30:00,17.98,58.16,SENSOR_002,cocina
2024-06-05 09:30:00,24.83,64.54,SENSOR_004,exterior
2024-06-14 10:30:00,21.64,55.34,SENSOR_001,salon
2024-06-01 18:00:00,17.94,66.25,SENSOR_004,exterior
2024-06-03 01:00:00,17.36,55.89,SENSOR_003,dormitorio
2024-06-09 10:30:00,25.74,56.76,SENSOR_002,cocina
2024-06-08 13:00:00,26.42,55.75,SENSOR_001,salon
2024-06-08 11:00:00,22.01,53.81,SENSOR_003,dormitorio
2024-06-02 17:30:00,23.22,49.81,SENSOR_001,salon
2024-06-06 15:30:00,26.88,49.78,SENSOR_002,cocina
2024-06-04 09:30:00,23.03,51.49,SENSOR_002,cocina
2024-06-09 12:00:00,28.15,63.11,SENSOR_004,exterior
2024-06-05 14:30:00,23.81,55.96,SENSOR_001,salon
2024-06-14 06:00:00,20.65,52.93,SENSOR_001,salon
2024-06-13 04:00:00,18.1,54.83,SENSOR_001,salon
2024-06-05 03:00:00,18.38,57.79,SENSOR_001,salon
2024-06-05 05:30:00,17.1,58.23,SENSOR_002,cocina
2024-06-08 22:00:00,17.3,57.5,SENSOR_002,cocina
2024-06-09 06:00:00,18.0,73.31,SENSOR_004,exterior
2024-06-01 13:30:00,27.38,53.89,SENSOR_002,cocina
2024-06-08 19:30:00,15.22,74.75,SENSOR_004,exterior
2024-06-14 23:00:00,8.82,75.25,SENSOR_004,exterior
2024-06-03 22:00:00,10.7,73.41,SENSOR_004,exterior
2024-06-03 15:30:00,27.28,53.99,SENSOR_002,cocina
2024-06-09 23:30:00,16.91,56.06,SENSOR_002,cocina
2024-06-04 01:00:00,18.06,58.05,SENSOR_002,cocina
2024-06-13 02:30:00,18.56,59.08,SENSOR_001,salon
2024-06-11 19:00:00,22.81,55.85,SENSOR_001,salon
2024-06-04 13:30:00,28.55,62.72,SENSOR_004,exterior
2024-06-09 12:00:00,24.59,50.72,SENSOR_001,salon
2024-06-08 10:30:00,22.27,57.33,SENSOR_003,dormitorio
2024-06-05 18:00:00,17.25,72.72,SENSOR_004,exterior
2024-06-11 06:00:00,17.18,74.29,SENSOR_004,exterior
2024-06-05 10:00:00,26.14,67.14,SENSOR_004,exterior
2024-06-10 08:30:00,22.56,59.53,SENSOR_004,exterior
2024-06-05 16:00:00,23.06,70.41,SENSOR_004,exterior
2024-06-05 08:00:00,21.5,69.81,SENSOR_004,exterior
2024-06-05 09:00:00,23.1,62.81,SENSOR_002,cocina
2024-06-05 11:00:00,25.23,56.19,SENSOR_002,cocina
2024-06-07 03:00:00,17.2,57.27,SENSOR_001,salon
2024-06-10 08:30:00,21.99,51.98,SENSOR_002,cocina
2024-06-11 09:00:00,25.67,61.12,SENSOR_004,exterior
2024-06-02 19:30:00,20.73,49.89,SENSOR_003,dormitorio
2024-06-09 08:00:00,23.01,65.59,SENSOR_004,exterior
2024-06-12 04:30:00,18.24,52.0,SENSOR_003,dormitorio
2024-06-07 19:00:00,14.46,72.43,SENSOR_004,exterior
2024-06-07 00:00:00,9.08,74.93,SENSOR_004,exterior
2024-06-08 11:30:00,25.41,55.71,SENSOR_002,cocina
2024-06-10 15:00:00,24.02,54.52,SENSOR_001,salon
2024-06-08 07:00:00,20.0,57.7,SENSOR_001,salon
2024-06-08 16:00:00,23.9,54.88,SENSOR_001,salon
2024-06-13 04:30:00,16.85,54.3,SENSOR_002,cocina
2024-06-12 15:30:00,26.21,68.24,SENSOR_004,exterior
2024-06-12 05:00:00,18.19,57.06,SENSOR_002,cocina
2024-06-02 11:00:00,23.99,48.98,SENSOR_003,dormitorio
2024-06-13 06:00:00,20.17,57.53,SENSOR_003,dormitorio
2024-06-09 01:00:00,6.23,83.56,SENSOR_004,exterior
2024-06-04 02:30:00,16.89,53.22,SENSOR_003,dormitorio
2024-06-13 20:30:00,20.92,54.95,SENSOR_001,salon
2024-06-01 09:30:00,23.96,54.99,SENSOR_002,cocina
2024-06-04 01:30:00,9.77,79.2,SENSOR_004,exterior
2024-06-06 12:30:00,23.26,62.03,SENSOR_003,dormitorio
2024-06-05 23:00:00,17.91,58.37,SENSOR_002,cocina
2024-06-11 14:30:00,26.85,63.32,SENSOR_004,exterior
2024-06-07 02:00:00,17.26,56.86,SENSOR_003,dormitorio
2024-06-03 19:30:00,19.99,58.3,SENSOR_002,cocina
2024-06-12 13:00:00,23.63,56.14,SENSOR_001,salon
2024-06-10 21:30:00,20.87,54.23,SENSOR_003,dormitorio
2024-06-09 23:00:00,17.62,56.13,SENSOR_002,cocina
2024-06-11 17:30:00,24.07,51.79,SENSOR_001,salon
2024-06-08 07:00:00,20.8,56.3,SENSOR_002,cocina
2024-06-01 14:30:00,24.46,51.84,SENSOR_003,dormitorio
2024-06-03 04:00:00,18.14,54.99,SENSOR_003,dormitorio
2024-06-12 22:30:00,17.42,49.97,SENSOR_002,cocina
2024-06-04 23:00:00,18.88,57.53,SENSOR_001,salon
2024-06-08 15:00:00,23.53,47.16,SENSOR_001,salon
2024-06-06 06:30:00,19.1,55.38,SENSOR_003,dormitorio
2024-06-06 05:00:00,16.69,66.52,SENSOR_004,exterior
2024-06-08 23:00:00,9.58,78.63,SENSOR_004,exterior
2024-06-12 12:00:00,24.4,48.66,SENSOR_001,salon
2024-06-09 20:00:00,13.37,78.17,SENSOR_004,exterior
2024-06-10 23:00:00,18.05,59.27,SENSOR_002,cocina
2024-06-14 08:00:00,23.2,68.52,SENSOR_004,exterior
2024-06-12 02:30:00,8.91,74.2,SENSOR_004,exterior
2024-06-01 00:30:00,7.41,75.43,SENSOR_004,exterior
2024-06-07 17:00:00,23.08,52.58,SENSOR_001,salon
2024-06-10 19:00:00,21.26,53.89,SENSOR_001,salon
2024-06-08 12:00:00,23.65,52.65,SENSOR_003,dormitorio
2024-06-12 09:00:00,22.45,58.47,SENSOR_001,salon
2024-06-03 09:00:00,22.96,52.28,SENSOR_002,cocina
2024-06-02 11:00:00,25.31,52.74,SENSOR_002,cocina
2024-06-06 09:30:00,24.94,71.44,SENSOR_004,exterior
2024-06-10 14:30:00,23.12,58.03,SENSOR_003,dormitorio
2024-06-01 22:30:00,19.41,53.22,SENSOR_001,salon
2024-06-12 05:00:00,19.3,56.72,SENSOR_001,salon
2024-06-14 23:30:00,17.42,56.09,SENSOR_002,cocina
2024-06-12 23:00:00,8.16,79.89,SENSOR_004,exterior
2024-06-01 05:30:00,19.09,56.46,SENSOR_001,salon
2024-06-10 06:00:00,16.43,74.77,SENSOR_004,exterior
2024-06-01 00:00:00,18.3,51.86,SENSOR_003,dormitorio
2024-06-03 21:00:00,19.62,54.04,SENSOR_003,dormitorio
2024-06-09 19:30:00,21.96,53.29,SENSOR_003,dormitorio
2024-06-14 14:00:00,24.35,53.93,SENSOR_001,salon
2024-06-05 01:00:00,19.11,56.57,SENSOR_003,dormitorio
2024-06-06 09:30:00,21.86,56.23,SENSOR_003,dormitorio
2024-06-03 05:30:00,18.86,52.87,SENSOR_001,salon
2024-06-06 01:00:00,18.38,55.86,SENSOR_001,salon
2024-06-01 00:30:00,18.23,56.73,SENSOR_001,salon
2024-06-03 00:00:00,19.96,61.1,SENSOR_001,salon
2024-06-01 19:00:00,19.84,61.58,SENSOR_002,cocina
2024-06-01 14:30:00,26.79,53.61,SENSOR_002,cocina
2024-06-09 02:30:00,16.85,54.42,SENSOR_003,dormitorio
2024-06-13 03:00:00,10.7,75.43,SENSOR_004,exterior
2024-06-01 10:00:00,22.69,53.27,SENSOR_003,dormitorio
2024-06-01 21:00:00,17.29,57.49,SENSOR_002,cocina
2024-06-14 11:00:00,21.81,50.15,SENSOR_001,salon
2024-06-08 06:30:00,18.67,58.23,SENSOR_003,dormitorio
2024-06-08 20:30:00,18.86,56.15,SENSOR_002,cocina
2024-06-11 12:30:00,28.03,58.88,SENSOR_004,exterior
2024-06-05 15:00:00,25.7,50.02,SENSOR_002,cocina
2024-06-13 10:30:00,21.65,51.95,SENSOR_001,salon
2024-06-14 09:30:00,21.26,53.14,SENSOR_003,dormitorio
2024-06-07 22:00:00,16.24,53.13,SENSOR_002,cocina
2024-06-07 20:00:00,13.67,70.48,SENSOR_004,exterior
2024-06-14 12:30:00,24.69,50.75,SENSOR_002,cocina
2024-06-06 19:00:00,21.01,53.96,SENSOR_003,dormitorio
2024-06-10 17:00:00,23.54,52.56,SENSOR_003,dormitorio
2024-06-13 18:30:00,21.87,57.34,SENSOR_003,dormitorio
2024-06-06 11:00:00,22.01,53.37,SENSOR_003,dormitorio
2024-06-12 23:30:00,18.98,55.52,SENSOR_001,salon
2024-06-14 17:00:00,21.76,59.14,SENSOR_003,dormitorio
2024-06-13 17:30:00,23.67,55.99,SENSOR_003,dormitorio
2024-06-09 02:00:00,17.39,58.76,SENSOR_001,salon
2024-06-10 05:30:00,19.34,56.34,SENSOR_001,salon
2024-06-10 14:30:00,25.71,52.88,SENSOR_002,cocina
2024-06-02 18:00:00,22.38,47.04,SENSOR_003,dormitorio
2024-06-03 23:30:00,19.11,56.45,SENSOR_003,dormitorio
2024-06-13 12:00:00,24.54,49.91,SENSOR_003,dormitorio
2024-06-12 01:30:00,16.99,57.63,SENSOR_003,dormitorio
2024-06-12 01:00:00,16.68,56.65,SENSOR_002,cocina
2024-06-07 08:30:00,22.43,57.17,SENSOR_002,cocina
2024-06-11 22:30:00,8.15,79.02,SENSOR_004,exterior
2024-06-10 04:00:00,17.47,50.29,SENSOR_003,dormitorio
2024-06-11 21:30:00,15.63,58.1,SENSOR_002,cocina
2024-06-08 16:00:00,23.97,72.24,SENSOR_004,exterior
2024-06-06 23:30:00,18.48,54.6,SENSOR_003,dormitorio
2024-06-14 00:30:00,7.03,75.79,SENSOR_004,exterior
2024-06-05 13:30:00,27.84,57.38,SENSOR_004,exterior
2024-06-02 16:30:00,22.75,54.74,SENSOR_001,salon
2024-06-12 22:30:00,19.45,63.43,SENSOR_003,dormitorio
2024-06-11 06:00:00,19.62,57.56,SENSOR_003,dormitorio
2024-06-09 09:00:00,23.02,55.94,SENSOR_002,cocina
2024-06-14 08:30:00,21.01,56.15,SENSOR_003,dormitorio
2024-06-11 21:00:00,19.2,52.56,SENSOR_003,dormitorio
2024-06-05 08:30:00,21.46,57.03,SENSOR_002,cocina
2024-06-08 12:00:00,23.9,55.93,SENSOR_001,salon
2024-06-14 17:30:00,24.39,53.78,SENSOR_003,dormitorio
2024-06-09 09:30:00,21.48,55.6,SENSOR_001,salon
2024-06-04 08:00:00,21.33,55.37,SENSOR_001,salon
2024-06-02 15:30:00,23.96,53.98,SENSOR_003,dormitorio
2024-06-05 18:00:00,22.92,53.07,SENSOR_001,salon
2024-06-06 17:00:00,23.38,53.65,SENSOR_001,salon
2024-06-12 10:00:00,26.72,63.57,SENSOR_004,exterior
2024-06-07 17:00:00,20.6,66.32,SENSOR_004,exterior
2024-06-01 00:00:00,18.29,55.84,SENSOR_001,salon
2024-06-04 21:00:00,18.47,54.23,SENSOR_002,cocina
2024-06-07 00:00:00,19.97,55.31,SENSOR_002,cocina
2024-06-06 01:00:00,16.95,59.81,SENSOR_003,dormitorio
2024-06-09 20:00:00,19.23,57.78,SENSOR_002,cocina
2024-06-08 17:30:00,21.4,51.98,SENSOR_003,dormitorio
2024-06-13 04:30:00,12.85,73.75,SENSOR_004,exterior
2024-06-08 16:30:00,25.07,50.89,SENSOR_002,cocina
2024-06-09 17:00:00,22.79,58.79,SENSOR_001,salon
2024-06-10 11:00:00,23.77,49.73,SENSOR_001,salon
2024-06-12 03:30:00,11.02,78.18,SENSOR_004,exterior
2024-06-14 08:30:00,20.82,56.6,SENSOR_001,salon
2024-06-10 13:30:00,28.38,64.59,SENSOR_004,exterior
2024-06-03 08:00:00,21.67,54.55,SENSOR_003,dormitorio
2024-06-09 05:00:00,16.96,59.18,SENSOR_002,cocina
2024-06-08 04:00:00,17.55,51.85,SENSOR_003,dormitorio
2024-06-08 19:30:00,23.16,56.51,SENSOR_003,dormitorio
2024-06-10 11:00:00,25.67,57.49,SENSOR_002,cocina
2024-06-02 20:30:00,21.88,53.31,SENSOR_001,salon
2024-06-03 01:00:00,9.18,75.37,SENSOR_004,exterior
2024-06-14 07:30:00,20.22,71.16,SENSOR_004,exterior
2024-06-06 10:00:00,21.77,53.13,SENSOR_001,salon
2024-06-03 21:30:00,19.91,53.76,SENSOR_001,salon
2024-06-01 04:00:00,17.27,57.62,SENSOR_002,cocina
2024-06-12 14:00:00,25.35,54.19,SENSOR_003,dormitorio
2024-06-02 11:00:00,29.26,65.69,SENSOR_004,exterior
2024-06-06 17:30:00,21.38,66.14,SENSOR_004,exterior
2024-06-13 08:30:00,23.6,65.82,SENSOR_004,exterior
2024-06-01 03:30:00,9.79,74.97,SENSOR_004,exterior
2024-06-08 11:30:00,24.51,52.9,SENSOR_001,salon
2024-06-13 17:00:00,19.37,70.34,SENSOR_004,exterior
2024-06-14 04:00:00,20.65,56.85,SENSOR_003,dormitorio
2024-06-08 06:30:00,19.1,55.07,SENSOR_001,salon
2024-06-07 10:30:00,22.22,50.27,SENSOR_001,salon
2024-06-02 07:30:00,21.35,55.55,SENSOR_001,salon
2024-06-14 01:00:00,19.06,56.6,SENSOR_002,cocina
2024-06-08 06:00:00,19.46,56.94,SENSOR_003,dormitorio
2024-06-12 13:30:00,24.76,55.89,SENSOR_003,dormitorio
2024-06-12 22:00:00,19.58,52.54,SENSOR_003,dormitorio
2024-06-07 21:00:00,19.57,53.16,SENSOR_003,dormitorio
2024-06-05 13:30:00,27.82,57.45,SENSOR_002,cocina
2024-06-10 14:00:00,28.42,63.85,SENSOR_004,exterior
2024-06-05 15:00:00,25.36,52.13,SENSOR_003,dormitorio
2024-06-12 14:30:00,22.64,49.48,SENSOR_003,dormitorio
2024-06-04 03:30:00,18.57,59.34,SENSOR_001,salon
2024-06-07 13:00:00,27.68,50.84,SENSOR_002,cocina
2024-06-03 00:30:00,20.17,55.09,SENSOR_001,salon
2024-06-14 01:00:00,9.25,66.4,SENSOR_004,exterior
2024-06-05 21:00:00,19.81,60.15,SENSOR_001,salon
2024-06-13 13:30:00,22.81,54.04,SENSOR_003,dormitorio
2024-06-09 11:00:00,25.84,48.27,SENSOR_002,cocina
2024-06-02 18:00:00,18.14,71.88,SENSOR_004,exterior
2024-06-11 22:00:00,17.43,60.66,SENSOR_002,cocina
2024-06-06 10:00:00,25.49,64.03,SENSOR_004,exterior
2024-06-04 04:30:00,11.96,73.15,SENSOR_004,exterior
2024-06-07 12:00:00,26.39,46.84,SENSOR_002,cocina
2024-06-09 15:30:00,25.5,50.48,SENSOR_002,cocina
2024-06-12 16:30:00,22.82,68.39,SENSOR_004,exterior
2024-06-05 04:00:00,11.62,72.92,SENSOR_004,exterior
2024-06-11 00:00:00,19.0,56.07,SENSOR_003,dormitorio
2024-06-09 20:00:00,21.29,55.79,SENSOR_001,salon
2024-06-08 04:00:00,17.29,56.81,SENSOR_002,cocina
2024-06-03 07:30:00,19.91,53.13,SENSOR_002,cocina
2024-06-14 00:30:00,17.9,56.64,SENSOR_003,dormitorio
2024-06-09 00:30:00,7.71,77.19,SENSOR_004,exterior
2024-06-03 17:30:00,22.24,53.93,SENSOR_003,dormitorio
2024-06-12 19:00:00,15.65,75.25,SENSOR_004,exterior
2024-06-08 11:00:00,28.12,56.85,SENSOR_004,exterior
2024-06-06 14:30:00,25.21,61.85,SENSOR_004,exterior
2024-06-12 18:30:00,17.47,67.36,SENSOR_004,exterior
2024-06-05 06:00:00,19.48,55.52,SENSOR_002,cocina
2024-06-11 14:00:00,23.87,51.85,SENSOR_003,dormitorio
2024-06-03 11:30:00,25.1,56.91,SENSOR_002,cocina
2024-06-10 22:00:00,19.04,58.55,SENSOR_001,salon
2024-06-07 14:30:00,26.94,48.78,SENSOR_002,cocina
2024-06-11 19:00:00,21.66,54.51,SENSOR_002,cocina
2024-06-12 11:30:00,26.3,52.05,SENSOR_002,cocina
2024-06-11 20:30:00,19.44,54.32,SENSOR_002,cocina
2024-06-07 11:30:00,27.94,60.89,SENSOR_004,exterior
2024-06-04 06:00:00,18.69,67.45,SENSOR_004,exterior
2024-06-13 10:00:00,22.31,53.27,SENSOR_003,dormitorio
2024-06-13 10:30:00,25.02,55.19,SENSOR_002,cocina
2024-06-07 12:00:00,23.68,49.17,SENSOR_003,dormitorio
2024-06-12 17:30:00,23.0,50.87,SENSOR_002,cocina
2024-06-03 03:30:00,11.54,72.87,SENSOR_004,exterior
2024-06-13 15:00:00,25.0,61.48,SENSOR_004,exterior
2024-06-03 02:00:00,8.63,76.83,SENSOR_004,exterior
2024-06-02 04:00:00,13.02,78.26,SENSOR_004,exterior
2024-06-07 17:00:00,24.02,57.41,SENSOR_003,dormitorio
2024-06-13 05:00:00,16.83,72.48,SENSOR_004,exterior
2024-06-08 13:30:00,27.07,55.81,SENSOR_004,exterior
2024-06-01 17:30:00,23.01,52.01,SENSOR_001,salon
2024-06-02 21:00:00,18.49,52.89,SENSOR_002,cocina
2024-06-13 04:00:00,13.12,71.29,SENSOR_004,exterior
2024-06-05 09:30:00,22.08,57.86,SENSOR_003,dormitorio
2024-06-07 15:00:00,23.62,52.26,SENSOR_003,dormitorio
2024-06-13 09:00:00,21.07,54.47,SENSOR_001,salon
2024-06-01 01:00:00,17.99,56.19,SENSOR_002,cocina
2024-06-12 06:00:00,20.1,59.66,SENSOR_002,cocina
2024-06-06 13:00:00,27.32,51.07,SENSOR_002,cocina
2024-06-05 18:30:00,24.39,50.33,SENSOR_001,salon
2024-06-09 10:30:00,23.67,50.47,SENSOR_003,dormitorio
2024-06-12 18:00:00,21.75,53.5,SENSOR_002,cocina
2024-06-09 11:30:00,26.29,62.23,SENSOR_004,exterior
2024-06-07 19:30:00,22.67,53.18,SENSOR_003,dormitorio
2024-06-13 20:30:00,19.5,54.26,SENSOR_002,cocina
2024-06-10 17:30:00,20.82,61.81,SENSOR_004,exterior
2024-06-12 19:30:00,20.54,54.22,SENSOR_002,cocina
2024-06-12 13:30:00,27.44,64.07,SENSOR_004,exterior
2024-06-04 18:30:00,21.86,55.23,SENSOR_001,salon
2024-06-14 03:00:00,16.99,57.49,SENSOR_001,salon
2024-06-04 09:00:00,22.24,50.26,SENSOR_003,dormitorio
2024-06-05 18:00:00,24.9,48.08,SENSOR_003,dormitorio
2024-06-07 22:30:00,19.66,54.82,SENSOR_001,salon
2024-06-04 16:30:00,25.23,52.71,SENSOR_002,cocina
2024-06-02 23:30:00,7.19,80.41,SENSOR_004,exterior
2024-06-12 03:30:00,17.51,60.36,SENSOR_001,salon
2024-06-13 11:30:00,28.23,51.16,SENSOR_002,cocina
2024-06-01 01:30:00,18.8,55.38,SENSOR_001,salon
2024-06-10 17:00:00,22.1,58.27,SENSOR_001,salon
2024-06-06 20:30:00,21.79,55.85,SENSOR_001,salon
2024-06-03 07:00:00,21.06,70.26,SENSOR_004,exterior
2024-06-13 14:00:00,24.56,50.43,SENSOR_001,salon
2024-06-14 16:00:00,23.32,63.19,SENSOR_004,exterior
2024-06-06 02:30:00,7.88,76.98,SENSOR_004,exterior
2024-06-07 09:00:00,24.88,60.8,SENSOR_004,exterior
2024-06-02 18:30:00,17.45,69.06,SENSOR_004,exterior
2024-06-03 22:00:00,20.72,48.42,SENSOR_001,salon
2024-06-02 10:30:00,23.6,56.78,SENSOR_001,salon
2024-06-13 08:30:00,19.24,57.67,SENSOR_003,dormitorio
2024-06-12 03:00:00,17.8,55.36,SENSOR_003,dormitorio
2024-06-08 00:00:00,18.63,53.95,SENSOR_001,salon
2024-06-02 00:30:00,17.45,58.46,SENSOR_003,dormitorio
2024-06-03 09:30:00,24.09,66.56,SENSOR_004,exterior
2024-06-03 23:00:00,16.87,56.51,SENSOR_002,cocina
2024-06-12 19:30:00,22.03,53.7,SENSOR_001,salon
2024-06-05 20:30:00,18.79,58.13,SENSOR_002,cocina
2024-06-08 16:30:00,22.57,70.64,SENSOR_004,exterior
2024-06-12 22:00:00,16.9,59.63,SENSOR_002,cocina
2024-06-10 20:00:00,18.95,57.24,SENSOR_002,cocina
2024-06-13 08:00:00,22.6,54.92,SENSOR_001,salon
2024-06-04 13:00:00,23.95,51.14,SENSOR_003,dormitorio
2024-06-05 02:30:00,9.73,77.14,SENSOR_004,exterior
2024-06-09 16:30:00,23.3,63.5,SENSOR_004,exterior
2024-06-03 00:30:00,18.67,56.52,SENSOR_002,cocina
2024-06-02 05:00:00,14.58,74.79,SENSOR_004,exterior
2024-06-06 03:00:00,18.04,55.03,SENSOR_003,dormitorio
2024-06-03 12:30:00,24.38,47.43,SENSOR_003,dormitorio
2024-06-01 08:30:00,20.0,56.09,SENSOR_003,dormitorio
2024-06-07 02:30:00,8.82,77.91,SENSOR_004,exterior
2024-06-14 11:00:00,22.4,49.74,SENSOR_003,dormitorio
2024-06-04 16:00:00,24.56,53.59,SENSOR_001,salon
2024-06-14 02:30:00,18.49,56.59,SENSOR_001,salon
2024-06-09 04:30:00,13.85,72.8,SENSOR_004,exterior
2024-06-10 23:00:00,18.16,56.64,SENSOR_003,dormitorio
